,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
391,해바라기,2006-11-23,7834688400.0,7834688400.0,1304892.0,1304892.0,246.0,31829.0,한국,(주)쇼박스,15세이상관람가,"액션,드라마,가족,범죄",강석범,"김원진,김래원,김해숙,허이재,김정태,이승희,이준원,홍은표,홍의정,박철호,한정수,박종준,심인보,황인성,이란희,김택수,이후경,박병렬,박병렬,이소진,최영은,김지형,김우현,박성웅,김병옥,정은표,지대한,박은혜,이종윤"
392,찰리와 초콜릿 공장,2005-09-16,7831016503.0,7831016503.0,1282348.0,1282348.0,134.0,19793.0,미국,워너브러더스 코리아(주),전체관람가,"코미디,가족,판타지",팀 버튼,"프레디 하이모어,조니 뎁"
393,각설탕,2006-08-10,7631785700.0,7631785700.0,1265508.0,1265508.0,228.0,25009.0,한국,CJ ENM,전체관람가,드라마,이환경,"임수정,박은수,김유정,김광규,박길수,정경호,유오성,허재영,신형철,박태종,배정윤,양희진,이태용,이준철,오태경,김상호,권병길,김기천"
394,홀리데이,2006-01-19,7885116000.0,7885116000.0,1257399.0,1257399.0,170.0,22092.0,한국,롯데쇼핑㈜롯데엔터테인먼트,18세관람가,"드라마,스릴러,범죄",양윤호,"이성재,최민수,서경화,김동현,문영동,김원중,최지웅,박정석,서상민,김광호,차유경,유재선,이효원,윤정석,박성민,양현영,양길영,김주용,이지민,이얼,이봉규,장세진,이현우"
395,중천,2006-12-21,7481599100.0,7481599100.0,1246836.0,1246836.0,402.0,23621.0,한국,CJ ENM,12세이상관람가,"액션,드라마,판타지",조동오,"정우성,김태희,정욱,김광일,신제문,소이현,김민범,최희대,백경순,백동현,오세윤,장혁진,박정학,조재윤,정석용,최홍일,박상욱"
396,킹덤 오브 헤븐,2005-05-04,7805432000.0,7805432000.0,1235768.0,1235768.0,247.0,26594.0,미국,이십세기폭스필름코퍼레이션,15세관람가,액션,리들리 스콧,"리암 니슨,제레미 아이언스,올랜도 블룸,에바 그린"
397,B형 남자친구,2005-02-03,7324579000.0,7324579000.0,1174581.0,1174581.0,167.0,20316.0,한국,롯데쇼핑㈜롯데엔터테인먼트,12세관람가,코미디,최석원,"이동건,한지혜,김꽃비,김정우,강기화,최석주,최성은,이진환,이현진,김준수,이용주,김해곤,박현영,신이"
398,싸움의 기술,2006-01-05,7330992000.0,7330992000.0,1146422.0,1146422.0,216.0,23077.0,한국,CJ ENM,15세관람가,코미디,신한솔,"백윤식,재희,김응수,허종수,송승현,김무유,최여진,박종하,이동진,변승현,한정훈,장성현,박성준,신현탁,길해연,조상건,장준녕,권병길,조성하,박기웅,오창경,손병욱"
399,달콤한 인생,2005-04-01,7233889100.0,7233889100.0,1112734.0,1112734.0,265.0,30663.0,한국,CJ ENM,18세관람가,액션,김지운,"이병헌,김영철,신민아,김뢰하,이기영,오달수,진구,정유미,허명행,손정민,김효현,양강연,홍은미,박종민,서정희,윤정섭,윤진율,정원경,박성규,박성균,전혜민,이안규,오유진,박진우,하용진,전국환,김해곤,황정민,문정혁,곽민호,이승호,이한솔"
400,분홍신,2005-06-30,6768135000.0,6768135000.0,1072940.0,1072940.0,182.0,22227.0,한국,(주)쇼박스,15세관람가,공포(호러),김용균,"김혜수,김성수,박연아,송보경,박선혜,최윤영,윤혜정,이대현,김용화,고수희,이얼,조덕제,박현영,이용녀,박지은"
401,알렉산더,2004-12-31,6856981789.0,8352457789.0,1070986.0,1310601.0,213.0,14124.0,미국,(주)시네마서비스,15세관람가,"전쟁,드라마",올리버 스톤,"콜린 파렐,안젤리나 졸리,발 킬머,안소니 홉킨스"
402,미스터 소크라테스,2005-11-10,6765653000.0,6765653000.0,1066103.0,1066103.0,205.0,22925.0,한국,롯데쇼핑㈜롯데엔터테인먼트,18세관람가,액션,최진원,"김래원,강신일,이종혁,윤태영,박성웅,정욱,이주호,성기완,임종궁,윤서현,오일용"
403,몬스터 하우스,2006-08-10,6554794000.0,6554794000.0,1051552.0,1051552.0,192.0,17501.0,미국,소니픽쳐스릴리징코리아,전체관람가,"공포(호러),코미디,애니메이션",길 키넌,"샘 러너,밋첼 머소"
404,내셔널 트레져,2004-12-31,6615977000.0,7492091500.0,1029385.0,1167048.0,145.0,15222.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,12세관람가,액션,존 터틀타웁,"다이앤 크루거,니콜라스 케이지"
405,짝패,2006-05-25,6585332300.0,6585332300.0,1021631.0,1021631.0,210.0,24404.0,한국,CJ ENM,18세관람가,액션,류승완,"김효선,정두홍,류승완,이범수,김꽃비,김동영,김수현,박지환,정희정,조규철,김원중,신성일,김미라,박주천,최태영,주형진,지중현,김덕현,박대희,구자훈,권귀덕,박상재,정은미,최영남,권승구,이종연,이진선,김정환,이인우,이혜림,이재욱,정우,김병옥,조덕현,정석용,안길강,김시후,이주실,김기천,박영서"
406,로맨틱 홀리데이,2006-12-14,6377839500.0,6377839500.0,1017603.0,1017603.0,249.0,18292.0,미국,UIP코리아,15세이상관람가,"코미디,멜로/로맨스",낸시 마이어스,"카메론 디아즈,케이트 윈슬렛"
407,연애술사,2005-05-20,6383653500.0,6383653500.0,1014372.0,1014372.0,155.0,23610.0,한국,CJ ENM,15세관람가,"멜로/로맨스,코미디",천세환,"연정훈,박진희,김용훈,최은주,박용식,정혜정,신경은,신솔,신은비,최지연,박주영,한민지,강윤주,문지영,최미정,장민희,박상우,최성욱,박세준,우명희,엄미선,양희철,김진상,김영은,이종구,심형탁,하동훈,최여진,최원영,김지석"
408,파송송 계란탁,2005-02-18,6292855500.0,6292855500.0,1003026.0,1003026.0,155.0,21505.0,한국,CJ ENM,15세관람가,코미디,오상훈,"이인성,최무인,임창정,현경선,김량진,안희성,김혜란,신용극,김은자,최태춘,황지애,정필주,박혜원,임지혜,한명식,고영광,기은아,김가연,사공회,사공회,류진화,김경규,이솔지,김나미,이주민,오상훈,오상훈,이덕희,이재명,김우성,이정청,맹상훈,이금희,지대한,전국환,엄수정,정희태,심이영"
409,아랑,2006-06-28,5726173700.0,5726173700.0,951834.0,951834.0,181.0,22805.0,한국,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,공포(호러),안상훈,"송윤아,이동욱,김정우,최정우,손승진,조도연,백민현,모종혁,천민수,유인나,임승미,이승주,이승철,송민정,정원중,손진호,이종수"
410,천군,2005-07-15,5852391000.0,5852391000.0,933147.0,933147.0,186.0,18850.0,한국,(주)쇼박스,15세관람가,액션,민준기,"박중훈,최경원,황정민,김승우,공효진,김응수,박완규,신선영,안희철,조용식,안미정,김병선,이동석,서의석,차상민,민준기,박병권,김승철,김용,김용수,김수용,권일수,김병춘,김수현,이한솔,원근희,오일용"
411,"안녕, 형아",2005-05-27,5614875500.0,5614875500.0,924019.0,924019.0,158.0,24235.0,한국,(주)시네마서비스,전체관람가,드라마,임태형,"박원상,양현우,최우혁,배종옥,박지빈,강남미,정혜숙,손선아,김득호,김은자,조준형,김보은,임영신,박소현,김진숙,이항,서범식,최진호,오지혜"
412,형사 Duelist,2005-09-08,5845646000.0,5845646000.0,921987.0,921987.0,292.0,22236.0,한국,코리아픽쳐스(주),12세관람가,"멜로/로맨스,액션",이명세,"강동원,안성기,하지원,장민,함성원,이동렬,이상태,김성언,박민석,장민영,박세환,박승호,김신용,이응재,송영창,김준배,김보연,서동수,윤주상,박명신,박수영,변상윤"
413,빨간모자의 진실,2006-04-06,5506266100.0,5506266100.0,915672.0,915672.0,164.0,20653.0,미국,(주)쇼박스,전체관람가,"애니메이션,코미디","코리 에드워즈,토드 에드워즈,토니 리치","앤 해서웨이,글렌 클로즈,임하룡,노홍철,강혜정,김수미"
414,데이지,2006-03-09,5754065300.0,5754065300.0,911420.0,911420.0,299.0,23767.0,한국,(주)쇼박스,15세관람가,멜로/로맨스,유위강,"전지현,정우성,이성재,유순철"
415,새드무비,2005-10-20,5628200500.0,5628200500.0,902077.0,902077.0,262.0,21672.0,한국,"롯데쇼핑㈜롯데엔터테인먼트,아이러브시네마",12세관람가,드라마,권종관,"신민아,염정아,임수정,정우성,차태현,조성현,김유경,심지연,조태현,윤석진,오용택,전경주,윤현진,이정룡,김우철,임근아,이기우,안길강,최종률,조영규"
416,샤크,2005-01-07,5577637500.0,5582895000.0,897731.0,898316.0,185.0,17953.0,미국,CJ ENM,전체관람가,"애니메이션,코미디","비키 젠슨,롭 레터맨","윌 스미스,로버트 드 니로"
417,그때 그 사람들,2005-02-03,5777895500.0,5777895500.0,890601.0,890601.0,140.0,16471.0,한국,(주)엠케이픽처스,15세관람가,"미스터리,코미디",임상수,"한석규,백윤식,송재호,김응수,조상건,권병길,정원중,조은지,김윤아,김상호,윤여정,김윤아,최호진,남윤수,조희진,김병철,김현아,김경목,조민수,서정훈,김대욱,김대욱,김권군,김기원,이병선,김원준,김형일,최동훈,유상희,홍록기,김성욱,이희재,박상현,박상현,임성암,박성규,이수미,박신규,이현석,정우,김병옥,조재윤,양동명,조덕제,권태원,지우,정인기,정종준,김기천,이정민"
418,오만과 편견,2006-03-24,5516608900.0,5516608900.0,882967.0,882967.0,157.0,20327.0,미국,UIP코리아,12세관람가,"멜로/로맨스,드라마",조 라이트,"키이라 나이틀리,매튜 맥퍼딘"
419,남극일기,2005-05-19,5478113500.0,5478113500.0,871235.0,871235.0,244.0,18655.0,한국,(주)쇼박스,15세관람가,스릴러,임필성,"박희순,박선주,유지태,송강호,안병근,임성민,최덕문,윤제문,오희준"
420,배트맨 비긴즈,2005-06-24,5552226000.0,5552226000.0,869244.0,869244.0,228.0,20099.0,미국,워너브러더스 코리아(주),12세관람가,"범죄,액션,판타지",크리스토퍼 놀란,"리암 니슨,크리스찬 베일,마이클 케인"
421,게이샤의 추억,2006-02-02,5337760000.0,5337760000.0,849251.0,849251.0,179.0,14464.0,미국,소니픽쳐스릴리징코리아,15세관람가,드라마,롭 마샬,"공리,장쯔이,양자경"
422,헷지,2006-05-31,5043700100.0,5043700100.0,837588.0,837588.0,276.0,18257.0,미국,CJ ENM,전체관람가,"애니메이션,코미디","팀 존슨,캐리 커크패트릭","브루스 윌리스,신동엽,보아"
423,야수,2006-01-12,5339725500.0,5339725500.0,837011.0,837011.0,299.0,19254.0,한국,(주)쇼박스,18세관람가,액션,김성수,"최령,권상우,김원진,유지태,엄지원,김윤석,박은진,홍의정,이중문,이건문,이동혁,김병희,서유정,민성주,김성권,유석원,박병렬,오우석,정순영,조승연,임동석,손병호,정원중,박진우,최덕문,이한위,조진웅,김준배,강성진,안길강,조성하,이주실,문정희,손병욱"
424,오로라 공주,2005-10-27,5365343000.0,5365343000.0,830538.0,830538.0,185.0,20738.0,한국,(주)시네마서비스,18세관람가,"범죄,스릴러",방은진,"엄정화,문성근,권오중,김선화,최종원,장영진,임예숙,박성빈,김연재,강봉성,박병은,김용건,이대연,박효준,정은표,정만식,박광정"
425,강력 3반,2005-09-29,5053205500.0,5053205500.0,828112.0,828112.0,174.0,19951.0,한국,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,액션,손희창,"김민준,허준호,남상미,김광일,김정태,김응수,강경덕,김태환,박규선,유혜진,윤영민,정재욱,박상면,장항선,남문철,조성하,이미은,윤지혜,김태훈,조영규"
426,쿵푸 허슬,2005-01-14,5309283000.0,5309283000.0,823559.0,823559.0,148.0,17201.0,중국,소니픽쳐스릴리징코리아,15세관람가,코미디,주성치,주성치
427,마음이...,2006-10-26,4639479300.0,4639479300.0,817893.0,817893.0,239.0,24140.0,한국,(주)쇼박스,전체관람가,드라마,"오달균,박은형","유승호,김향기,김동영,백승도,허창,형성석,김라민,최상훈,임요한,정민아,김영진,안길강,서영화,조덕제"
428,몽정기2,2005-01-14,5110555000.0,5110555000.0,813164.0,813164.0,147.0,15130.0,한국,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,코미디,정초신,"이지훈,김지영,전혜빈,박준규,김해숙,조경진,조아라,박주영,박혜리,이동하,문수정,진현주,김근호,이효군,이희원,윤선미,윤성호,최상훈,정다미,정다정,박상욱,박상운,윤지희,권병주,박슬기,이윤진,김은정,김수웅,송은채,박길수,정동환"
429,007 카지노 로얄,2006-12-21,4991296000.0,4991296000.0,811405.0,811405.0,334.0,15383.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,액션,마틴 캠벨,다니엘 크레이그
430,오션스 트웰브,2005-01-07,5185799000.0,5185799000.0,800323.0,800323.0,152.0,14141.0,호주,워너브러더스 코리아(주),12세이상관람가,"범죄,코미디",스티븐 소더버그,"맷 데이먼,조지 클루니,앤디 가르시아,브래드 피트"
431,예의없는 것들,2006-08-24,4886772800.0,4886772800.0,782907.0,782907.0,192.0,17807.0,한국,롯데쇼핑㈜롯데엔터테인먼트,18세관람가,"액션,코미디",박철희,"신하균,윤지혜,김민준,김응수,박선욱,정종훈,조현철,홍성진,박종근,황영희,심재원,김민환,차재근,장한승,박세훈,윤혜,양우진,김권군,양강연,이형길,이정원,하성광,김병옥,고수희,이한위,박길수,장원영,정만식,박충선,백승철,권태원,박선우"
432,방과후 옥상,2006-03-16,4817252500.0,4817252500.0,773042.0,773042.0,173.0,20063.0,한국,(주)시네마서비스,15세관람가,코미디,이석훈,"봉태규,진태현,최은주,정대훈,조민주,채현주,유지혁,최수진,김정수,이용규,김아미,김진영,이건희,조수향,이무생,백수장,조달환,신창주,이해운,이수빈,박혁민,손병욱"
433,일본침몰,2006-08-31,4672989200.0,4672989200.0,773025.0,773025.0,211.0,16530.0,일본,(주)시네마서비스,12세관람가,드라마,히구치 신지,"쿠사나기 츠요시,시바사키 코우"
434,레모니 스니켓의 위험한 대결,2005-01-28,4759572000.0,4759572000.0,763829.0,763829.0,134.0,14209.0,미국,CJ ENM,전체관람가,코미디,브래드 실버링,"짐 캐리,에밀리 브라우닝"
435,뮌헨,2006-02-10,4861581300.0,4861581300.0,763078.0,763078.0,164.0,13142.0,미국,CJ ENM,15세관람가,"스릴러,드라마,범죄","스티븐 스필버그,크리스토프 데아크","에릭 바나,다니엘 크레이그,시아란 힌즈,마티유 카소비츠,한스 지슬러"
436,밀리언 달러 베이비,2005-03-10,4673595179.0,4673595179.0,724571.0,724571.0,159.0,17228.0,미국,"(주)노바미디어,(주)튜브엔터테인먼트",12세이상관람가,드라마,클린트 이스트우드,"힐러리 스웽크,클린트 이스트우드"
437,그림형제 : 마르바덴 숲의 전설,2005-11-17,4587244000.0,4587244000.0,723385.0,723385.0,183.0,16690.0,미국,쇼이스트(주),15세관람가,"판타지,가족,어드벤처",테리 길리엄,"히스 레저,맷 데이먼"
438,숨바꼭질,2005-02-25,4385704000.0,4385704000.0,688853.0,688853.0,108.0,14365.0,미국,이십세기폭스필름코퍼레이션,15세관람가,"드라마,공포(호러),스릴러",존 폴슨,"로버트 드 니로,다코타 패닝"
439,플라이트 플랜,2005-11-18,4347551500.0,4347551500.0,687833.0,687833.0,164.0,16183.0,미국,브에나비스타인터내셔널코리아,12세관람가,드라마,로베르트 슈벤트케,피터 사스가드
440,무극,2006-01-26,4308635500.0,4308635500.0,685561.0,685561.0,190.0,15084.0,중국,쇼이스트(주),12세관람가,"멜로/로맨스,액션,판타지",첸 카이거,"장동건,장백지,사나다 히로유키"
441,"이대로, 죽을 순 없다(Short Time)",2005-08-18,4266661500.0,4266661500.0,679352.0,679352.0,164.0,16389.0,한국,쇼이스트(주),12세관람가,코미디,이영은,"이범수,최성국,손현주,류용진,추자현,이진영,유해진,조민기,박정배,황조윤,박찬우,김대형,김부현,임미숙,최영찬,류태호,오정세,오지혜,박충선"
