영화명,개봉일,별점,별점평가자수,리뷰평가자수
울트라,1900-01-01,0,0,0
바다의 꿈,1900-01-01,0,0,0
서커스 쇼,1900-01-01,0,0,0
배신,1900-01-01,0,0,0
어느 날 갑자기,1900-01-01,0,0,0
라이프 이미테이션,1900-01-01,0,0,0
아말,1900-01-01,0,0,0
여름의 마지막 날,1900-01-01,0,0,0
부즈카시!,1900-01-01,0,0,0
서브웨이 오디세이,1900-01-01,0,0,0
전쟁의 기억,1900-01-01,0,0,0
쓰레기,1900-01-01,0,0,0
마더랜드,1900-01-01,0,0,0
아버지와 아들,1900-01-01,0,0,0
디나,1900-01-01,0,0,0
"강(江), 원래 - 초이스 2",1900-01-01,0,0,0
파타 모르가나,1900-01-01,0,0,0
불륜,1900-01-01,0,0,0
졸업,1900-01-01,0,0,0
캐스퍼와 엠마,1900-01-01,0,0,0
여배우,1900-01-01,0,0,0
안나,1900-01-01,0,0,0
추방자,1900-01-01,0,0,0
올모스트 데어,1900-01-01,0,0,0
콩고,1900-01-01,0,0,0
낯선 천국,1900-01-01,0,0,0
새들의 섬,1900-01-01,0,0,0
섹스 & 실버 게이즈,1900-01-01,0,0,0
디스클로저,1900-01-01,0,0,0
[It's My turn!] 무서운 이야기-이선영,1900-01-01,0,0,0
웁스,1900-01-01,0,0,0
캔,1900-01-01,0,0,0
네스트,1900-01-01,0,0,0
속임수,1900-01-01,0,0,0
언레스트,1900-01-01,0,0,0
길들,1900-01-01,0,0,0
피셔,1900-01-01,0,0,0
스크린 플레이,1900-01-01,0,0,0
아킬레스,1900-01-01,0,0,0
아웃 오브 포커스,1900-01-01,0,0,0
기억,1900-01-01,0,0,0
깃털,1900-01-01,0,0,0
사랑해요 엄마,1900-01-01,0,0,0
우리들의 닉슨,1900-01-01,0,0,0
오바케,1900-01-01,0,0,0
삼총사,1900-01-01,0,0,0
남자의 문제,1900-01-01,0,0,0
데이지,1900-01-01,0,0,0
소원을 들어드립니다.,1900-01-01,0,0,0
태양의 도시,1900-01-01,0,0,0
농부들의 어느 좋은 날,1900-01-01,0,0,0
디스로케이션,1900-01-01,0,0,0
여름,1900-01-01,0,0,0
기념품,1900-01-01,0,0,0
조이라이드,1900-01-01,0,0,0
마지막 사진,1900-01-01,0,0,0
니르바나,1900-01-01,0,0,0
오후 한 시,1900-01-01,0,0,0
사이드 바이 사이드,1900-01-01,0,0,0
정글대제 레오,1900-01-01,0,0,0
루멘,1900-01-01,0,0,0
새장,1900-01-01,0,0,0
쇼핑,1900-01-01,0,0,0
마지막 영화관,1900-01-01,0,0,0
숲 속에서,1900-01-01,0,0,0
마운틴,1900-01-01,0,0,0
대홍수,1900-01-01,0,0,0
리디큘,1900-01-01,0,0,0
해피 엔딩,1900-01-01,0,0,0
언플러그드,1900-01-01,0,0,0
레일,1900-01-01,0,0,0
즐거운 나의 집,1900-01-01,0,0,0
씨네필,1900-01-01,0,0,0
구하라!,1900-01-01,0,0,0
"강(江) , 원래",1900-01-01,0,0,0
더 레이크,1900-01-01,0,0,0
보이스,1900-01-01,0,0,0
세상 속으로,1900-01-01,0,0,0
허니랜드,1900-01-01,0,0,0
무인지대,1900-01-01,0,0,0
괴물,1900-01-01,0,0,0
내추럴,1900-01-01,0,0,0
뛰어!,1900-01-01,0,0,0
마인드 더 갭,1900-01-01,0,0,0
신록,1900-01-01,0,0,0
진찰실,1900-01-01,0,0,0
사랑하는 시체들의 밤,1900-01-01,0,0,0
미모사,1900-01-01,0,0,0
소중한 나의 친구,1900-01-01,0,0,0
프로페셔날,1900-01-01,0,0,0
미키와 곰,1900-01-01,0,0,0
순례,1900-01-01,0,0,0
평생,1900-01-01,0,0,0
코코코,1900-01-01,0,0,0
또다른 삶,1900-01-01,0,0,0
도시들의 속삭임,1900-01-01,0,0,0
커피,1900-01-01,0,0,0
우리 사랑 이야기,1900-01-01,0,0,0
게이트키퍼,1900-01-01,0,0,0
가려움,1900-01-01,0,0,0
마이너스,1900-01-01,0,0,0
반짝반짝,1900-01-01,0,0,0
정복자,1900-01-01,0,0,0
오메가 맨,1900-01-01,0,0,0
우리 어머니,1900-01-01,0,0,0
레스터레이션,1900-01-01,0,0,0
하루의 끝,1900-01-01,0,0,0
라바,1900-01-01,0,0,0
착한 여자들,1900-01-01,0,0,0
최후의 날,1900-01-01,0,0,0
스쿨 라이프,1900-01-01,0,0,0
프릭 아웃,1900-01-01,0,0,0
천일야화,1900-01-01,0,0,0
반갑습니다. 저예요,1900-01-01,0,0,0
스팟 스팟,1900-01-01,0,0,0
약속,1900-01-01,0,0,0
오메르타,1900-01-01,0,0,0
세상의 끝,1900-01-01,0,0,0
1971,1900-01-01,0,0,0
야성의 엘자,1900-01-01,0,0,0
당신들의 천국,1900-01-01,0,0,0
협상,1900-01-01,0,0,0
여인의 복수,1900-01-01,0,0,0
굿바이 사이공,1900-01-01,0,0,0
배니싱 포인트,1900-01-01,0,0,0
앤드 앤드,1900-01-01,0,0,0
잠자는 미녀,1900-01-01,0,0,0
사무라이,1900-01-01,0,0,0
인내,1900-01-01,0,0,0
챔피언,1900-01-01,0,0,0
전쟁의 사상자들,1900-01-01,0,0,0
종이꽃,1900-01-01,0,0,0
서신 교환,1900-01-01,0,0,0
애니멀,1900-01-01,0,0,0
헤디,1900-01-01,0,0,0
도도하라,1900-01-01,0,0,0
망각과 기억2 : 돌아 봄 Part 2.,1900-01-01,0,0,0
유토피아,1900-01-01,0,0,0
고래와 어부,1900-01-01,0,0,0
바오,1900-01-01,0,0,0
스모,1900-01-01,0,0,0
퍼포먼스,1900-01-01,0,0,0
깊은 바다,1900-01-01,0,0,0
우주의 비밀,1900-01-01,0,0,0
빗 속의 연인,1900-01-01,0,0,0
작은새,1900-01-01,0,0,0
자마,1900-01-01,0,0,0
달라스,1900-01-01,0,0,0
상어,1900-01-01,0,0,0
여명,1900-01-01,0,0,0
도미니언,1900-01-01,0,0,0
2 나이트,1900-01-01,0,0,0
트레이시,1900-01-01,0,0,0
말도둑,1900-01-01,0,0,0
잃어버린 보물,1900-01-01,0,0,0
더 펍,1900-01-01,0,0,0
뒷방,1900-01-01,0,0,0
새우,1900-01-01,0,0,0
밀림대제 레오,1900-01-01,0,0,0
화이트 라이,1900-01-01,0,0,0
블루 블러드,1900-01-01,0,0,0
몽상가,1900-01-01,0,0,0
진흙,1900-01-01,0,0,0
점프,1900-01-01,0,0,0
기묘한 이야기들,1900-01-01,0,0,0
루나,1900-01-01,0,0,0
비행소년,1900-01-01,0,0,0
우르스,1900-01-01,0,0,0
체르노빌 아이들,1900-01-01,0,0,0
청춘일기,1900-01-01,0,0,0
마지막 휴가,1900-01-01,0,0,0
블러드 브라더,1900-01-01,0,0,0
결투,1900-01-01,0,0,0
카나리아,1900-01-01,0,0,0
쫑,1900-01-01,0,0,0
스토커,1900-01-01,0,0,0
프라카스 장군,1900-01-01,0,0,0
사라진 시간,1900-01-01,0,0,0
적과 백,1900-01-01,0,0,0
진도,1900-01-01,0,0,0
다 잘될거야,1900-01-01,0,0,0
호상,1900-01-01,0,0,0
변신,1900-01-01,0,0,0
완다,1900-01-01,0,0,0
결혼,1900-01-01,0,0,0
카르멘 & 롤라,1900-01-01,0,0,0
성냥팔이 소녀,1900-01-01,0,0,0
엘리아,1900-01-01,0,0,0
만찬,1900-01-01,0,0,0
플리즈 플리즈,1900-01-01,0,0,0
내가 본 파리,1900-01-01,0,0,0
눈물바다,1900-01-01,0,0,0
상,1900-01-01,0,0,0
콘크리트,1900-01-01,0,0,0
마지막 웃음,1900-01-01,0,0,0
인터메조,1900-01-01,0,0,0
서울 메이트,1900-01-01,0,0,0
연쇄 작용,1900-01-01,0,0,0
멜트다운,1900-01-01,0,0,0
신녀,1900-01-01,0,0,0
Family,1900-01-01,0,0,0
뽀빠이,1900-01-01,0,0,0
결혼 대소동,1900-01-01,0,0,0
랭귀지,1900-01-01,0,0,0
사냥꾼,1900-01-01,0,0,0
호세,1900-01-01,0,0,0
무지개 너머,1900-01-01,0,0,0
색,1900-01-01,0,0,0
알바트로스,1900-01-01,0,0,0
홀로세,1900-01-01,0,0,0
마지막 밤,1900-01-01,0,0,0
아르헨티나,1900-01-01,0,0,0
천사탈주,1900-01-01,0,0,0
제저벨,1900-01-01,0,0,0
배니쉬,1900-01-01,0,0,0
황야의 무법자,1900-01-01,0,0,0
리부트,1900-01-01,0,0,0
소년,1900-01-01,0,0,0
끝에서 시작되다,1900-01-01,0,0,0
옛날 옛날에,1900-01-01,0,0,0
코끼리,1900-01-01,0,0,0
악마의 은신처,1900-01-01,0,0,0
테라,1900-01-01,0,0,0
안개 속에서,1900-01-01,0,0,0
철완 아톰,1900-01-01,0,0,0
소원,1900-01-01,0,0,0
날아오르다,1900-01-01,0,0,0
홍루몽,1900-01-01,0,0,0
마스터즈,1900-01-01,0,0,0
불타는 전장,1900-01-01,0,0,0
우리 집,1900-01-01,0,0,0
답,1900-01-01,0,0,0
88번지,1900-01-01,0,0,0
막다른골목,1900-01-01,0,0,0
아름다운 것들,1900-01-01,0,0,0
베짱이,1900-01-01,0,0,0
엄마의 레시피,1900-01-01,0,0,0
올 마이 러브,1900-01-01,0,0,0
에어플레인,1900-01-01,0,0,0
스피어,1900-01-01,0,0,0
남겨진 사람들,1900-01-01,0,0,0
고양,1900-01-01,0,0,0
너의 얼굴,1900-01-01,0,0,0
바빌론,1900-01-01,0,0,0
할매,1900-01-01,0,0,0
포트리스,1900-01-01,0,0,0
브라질,1900-01-01,0,0,0
"엄마, 안녕",1900-01-01,0,0,0
눈 먼 짐승,1900-01-01,0,0,0
길,1900-01-01,0,0,0
평행선,1900-01-01,0,0,0
"플라멩코, 플라멩코",1900-01-01,0,0,0
아빠,1900-01-01,0,0,0
야생마들,1900-01-01,0,0,0
게임의 규칙,1900-01-01,0,0,0
Blossom,1900-01-01,0,0,0
Message,1900-01-01,0,0,0
The Survivor,1900-01-01,0,0,0
seoul searching,1900-01-01,0,0,0
25시의 추적,1900-01-01,0,0,0
에어,1900-01-01,0,0,0
유죄,1900-01-01,0,0,0
레미제라블,1900-01-01,0,0,0
갈증,1900-01-01,0,0,0
방문객들,1900-01-01,0,0,0
거리의 천사들,1900-01-01,0,0,0
10년,1900-01-01,0,0,0
오 마이 갓,1900-01-01,0,0,0
더 사운드,1900-01-01,0,0,0
The Third Eye,1900-01-01,0,0,0
빚,1900-01-01,0,0,0
N.U.E,1900-01-01,0,0,0
반장선거,1900-01-01,0,0,0
키스 미,1900-01-01,0,0,0
"너는, 너라서, 너다",1900-01-01,0,0,0
곤충들의 역습,1900-01-01,0,0,0
페이퍼 문,1900-01-01,0,0,0
오디션,1900-01-01,0,0,0
파이어폭스,1900-01-01,0,0,0
사랑의 여행,1900-01-01,0,0,0
아이들의 왕,1900-01-01,0,0,0
헬로 어게인,1900-01-01,0,0,0
소년과 바다,1900-01-01,0,0,0
비눗방울,1900-01-01,0,0,0
슈팅,1900-01-01,0,0,0
험,1900-01-01,0,0,0
죽음의 추적자,1900-01-01,0,0,0
들장미,1900-01-01,0,0,0
엠마뉴엘,1900-01-01,0,0,0
긴 산책,1900-01-01,0,0,0
416프로젝트 “망각과 기억”,1900-01-01,0,0,0
아담,1900-01-01,0,0,0
나의 춤,1900-01-01,0,0,0
작은 거인들,1900-01-01,0,0,0
아이반호,1900-01-01,0,0,0
Pathos,1900-01-01,0,0,0
SWITCH,1900-01-01,0,0,0
door to door,1900-01-01,0,0,0
일망타진,1900-01-01,0,0,0
언더월드,1900-01-01,0,0,0
블레이드 러너,1900-01-01,0,0,0
신밧드,1900-01-01,0,0,0
Do you know?,1900-01-01,0,0,0
Panopticon,1900-01-01,0,0,0
야상곡,1900-01-01,0,0,0
블랙 사바스,1900-01-01,0,0,0
삶의 무게,1900-01-01,0,0,0
아이언 이글,1900-01-01,0,0,0
여자 이야기,1900-01-01,0,0,0
시티 오브 조이,1900-01-01,0,0,0
러브,1900-01-01,0,0,0
비틀쥬스,1900-01-01,0,0,0
회상,1900-01-01,0,0,0
또 다른 길,1900-01-01,0,0,0
망각과 기억2: 돌아 봄,1900-01-01,0,0,0
Requiem,1900-01-01,0,0,0
새,1900-01-01,0,0,0
릴리안,1900-01-01,0,0,0
유산,1900-01-01,0,0,0
독립시대,1900-01-01,0,0,0
마작,1900-01-01,0,0,0
가족여행,1900-01-01,0,0,0
바다의 꽃,1900-01-01,0,0,0
도쿄 구울,1900-01-01,0,0,0
광장,1900-01-01,0,0,0
마리아에게 경배를,1900-01-01,0,0,0
디서비디언스,1900-01-01,0,0,0
최강레드!,1900-01-01,0,0,0
T.N.T,1900-01-01,0,0,0
스피치,1900-01-01,0,0,0
갈매기,1900-01-01,0,0,0
상속녀,1900-01-01,0,0,0
to be a woman?,1900-01-01,0,0,0
기타와 나,1900-01-01,0,0,0
귀환,1900-01-01,0,0,0
베이 베이,1900-01-01,0,0,0
프랑스에서,1900-01-01,0,0,0
동굴,1900-01-01,0,0,0
The Group,1900-01-01,0,0,0
Turn Off,1900-01-01,0,0,0
마음의 고향,1900-01-01,0,0,0
허무한 마음,1900-01-01,0,0,0
거짓말하는 남자,1900-01-01,0,0,0
프라이드,1900-01-01,0,0,0
의대생들,1900-01-01,0,0,0
자전거 여행,1900-01-01,0,0,0
나의 혁명,1900-01-01,0,0,0
선인장,1900-01-01,0,0,0
산의 아이들,1900-01-01,0,0,0
야만의 땅,1900-01-01,0,0,0
퓨리,1900-01-01,0,0,0
동물원,1900-01-01,0,0,0
문학소녀 Memoir,1900-01-01,0,0,0
발퀴레,1900-01-01,0,0,0
개구쟁이들,1900-01-01,0,0,0
"킬, 베이비... 킬!",1900-01-01,0,0,0
낙원,1900-01-01,0,0,0
아내여 장미처럼,1900-01-01,0,0,0
동거,1900-01-01,0,0,0
겨울잠,1900-01-01,0,0,0
글로벌 워밍,1900-01-01,0,0,0
스틱스,1900-01-01,0,0,0
저주받은 목걸이,1900-01-01,0,0,0
그녀는 시를 쓴다,1900-01-01,0,0,0
콜로니,1900-01-01,0,0,0
포르투나,1900-01-01,0,0,0
뼈아픈 진실,1900-01-01,0,0,0
작은 마을의 봄,1900-01-01,0,0,0
여정,1900-01-01,0,0,0
고삐,1900-01-01,0,0,0
엄마와 창녀,1900-01-01,0,0,0
황야의 7인,1900-01-01,0,0,0
블루,1900-01-01,0,0,0
피크닉,1900-01-01,0,0,0
피아니스트,1900-01-01,0,0,0
뱅크시,1900-01-01,0,0,0
듀오,1900-01-01,0,0,0
악마의 키스,1900-01-01,0,0,0
두 개의 세상,1900-01-01,0,0,0
막차로 온 손님들,1900-01-01,0,0,0
더 페인팅,1900-01-01,0,0,0
팔도 사나이,1900-01-01,0,0,0
솔라리스,1900-01-01,0,0,0
톰 존스,1900-01-01,0,0,0
알레그로,1900-01-01,0,0,0
지구 최후의 날,1900-01-01,0,0,0
바다,1900-01-01,0,0,0
홀리데이 인,1900-01-01,0,0,0
데드링거,1900-01-01,0,0,0
일트로바토레,1900-01-01,0,0,0
대탈주,1900-01-01,0,0,0
마리 앙투아네트,1900-01-01,0,0,0
철가면,1900-01-01,0,0,0
아버지의 인생,1900-01-01,0,0,0
미녀와교수,1900-01-01,0,0,0
안네의 일기,1900-01-01,0,0,0
장고,1900-01-01,0,0,0
안데르센,1900-01-01,0,0,0
보바리 부인,1900-01-01,0,0,0
캘러미티 제인,1900-01-01,0,0,0
리골레토,1900-01-01,0,0,0
라쇼몽,1900-01-01,0,0,0
캐벌케이드,1900-01-01,0,0,0
시마론,1900-01-01,0,0,0
반역자,1900-01-01,0,0,0
라 보엠,1900-01-01,0,0,0
지상 최대의 쇼,1900-01-01,0,0,0
백조,1900-01-01,0,0,0
하비,1900-01-01,0,0,0
쾌걸 조로,1900-01-01,0,0,0
이브의 모든 것,1900-01-01,0,0,0
허슬러,1900-01-01,0,0,0
빅 컨츄리,1900-01-01,0,0,0
케인호의 반란,1900-01-01,0,0,0
워터 프론트,1900-01-01,0,0,0
샤레이드,1900-01-01,0,0,0
갱스터 초치,2006-06-15,7.79,52,19
오피셜 시크릿,2019-11-27,8.61,161,19
아이 인 더 스카이,2016-07-14,8.25,729,143
엔더스 게임,2013-12-31,7.18,4673,744
엑스맨 탄생: 울버린,2009-04-30,8.22,3634,454
블러드 골드: 트레저 헌터,2018-02-02,0,0,0
슈팅 라이크 베컴,2002-08-30,0,0,0
프리 앤 이지,1900-01-01,0,0,0
모두의 사정-절정의 스와핑,2015-06-10,0,0,0
이웃 여자-잘 주는 사모님,2019-07-18,0,0,0
엘 불리: 요리는 진행 중,2012-09-13,0,0,0
부다페스트 로큰롤,2018-12-20,0,0,0
배고픈 시체,1900-01-01,0,0,0
라스트 탱고,2015-12-31,0,0,0
미아와 나,1900-01-01,0,0,0
쿼터매인,1987-01-29,0,0,0
애나벨 집으로,2019-06-26,0,0,0
리벤지45,2008-02-28,0,0,0
씨비스킷,2003-11-21,9.04,246,53
프리 스테이트,2018-02-07,8.47,36,15
헝거게임: 판엠의 불꽃,2012-04-05,7.19,4610,"1,039"
오션스8,2018-06-13,7.64,5835,273
레이징 헬렌,2005-01-27,7,81,27
프랭키와 쟈니,1992-07-07,8.48,92,23
귀여운 여인,1990-09-15,8.74,967,258
프린세스 다이어리 2,2004-10-29,7.28,657,131
발렌타인 데이,2010-02-11,7.11,475,137
루시앙 에르베의 자화상,1900-01-01,0,0,0
토이무비: 미래대모험,2018-10-03,8.41,32,11
캣츠토피아,2020-04-30,4.02,105,10
완벽한 그녀에게 딱 한가지 없는 것,2004-11-05,8.38,1156,243
신부들의 전쟁,2009-04-02,7.02,605,150
샬롯의 거미줄,2007-02-08,8.41,581,177
레터스 투 줄리엣,2010-10-06,8.66,2964,706
오두막 살인사건,2016-03-17,0,0,1
부기맨 3,2011-09-01,5.5,34,4
발리언트(애니),2005-08-05,0,0,0
미녀와 야수,1992-07-04,0,0,0
패트,1900-01-01,0,0,0
홈프론트-하드액션,2014-06-19,0,0,0
홈프론트-가족을 지켜라,2014-06-18,0,0,0
런어웨이,2004-01-30,8.33,421,120
왕과 나: 런던 팔라디움 극장 뮤지컬,2020-04-29,0,0,2
욜란타 & 푸른 수염의 성,2015-09-26,0,0,0
오페라-카르멘(메트로폴리탄),2010-04-04,0,0,0
오페라-아르미다 (메트로폴리탄),2010-07-10,0,0,0
오페라-호프만의 이야기,2010-02-06,0,0,0
디터 람스,2019-08-22,0,0,0
하이 라이프,2013-01-17,0,0,0
어바웃 레이,2016-11-24,0,0,0
워리어,2011-11-02,8.7,912,176
어카운턴트,2016-10-13,8.36,1182,172
버려진 것들의 요리법,1900-01-01,0,0,0
로망스,1900-01-01,0,0,0
차파예프,1900-01-01,0,0,0
마지막 한모금,1900-01-01,0,0,0
모두를 위한 궁전,1900-01-01,0,0,0
판도라의 상자,1900-01-01,0,0,0
올머스트다이,2020-03-12,0,0,0
포르토,2018-01-31,0,0,0
안녕 베일리,2019-09-05,0,0,0
소년과 흰기러기,1900-01-01,0,0,0
자동포장기계,1900-01-01,0,0,0
퍼펙트 스트레인저,2006-05-04,0,0,0
술집마담 섹스서비스,2020-11-25,0,0,0
유부녀 길들이기,2019-03-27,0,0,0
죽음전의 키스,1900-01-01,0,0,0
익스트림 No.13 감독판,2013-01-08,0,0,0
익스트림 No.13,2012-10-03,6.36,233,32
트윈 이펙트,2003-09-18,0,0,0
하숙집 무삭제,2015-09-09,0,0,0
유부녀들(무삭제),2016-02-17,0,0,0
착한여자 (무삭제),2015-07-14,0,0,0
맛2 (무삭제),2016-01-06,0,0,0
유부녀들,2015-10-14,7.13,70,7
맛2,2015-09-02,6.89,36,8
전망 좋은 집 2,2015-05-27,0,0,4
하숙집,2015-02-25,7.37,38,0
착한 여자,2015-03-25,6.45,67,7
옹녀뎐,2014-08-21,0,0,0
맛,2014-01-16,6.89,36,17
사람은 무엇으로 사는가,2010-01-26,0,0,2
레드마리아2,1900-01-01,0,0,1
쇼킹패밀리,2008-05-08,6.48,21,13
애국자 게임 2 - 지록위마,1900-01-01,0,0,0
레드마리아,2012-04-26,7.67,36,23
Jam Docu 강정,2011-12-22,0,0,0
민들레,1900-01-01,0,0,0
애국자 게임,1900-01-01,0,0,0
언니,1900-01-01,0,0,0
꿈은 이루어진다,2010-05-27,0,0,0
딸의 애인-무삭제판,2018-08-15,0,0,0
어린 이모 - 무삭제판,2018-08-15,0,0,0
딸의 일기 - 무삭제판,2020-05-27,0,0,0
관전녀 - 무삭제판,2020-05-20,0,0,0
딸의 친구 5 - 무삭제판,2020-10-28,0,0,0
마누라 공유하기 - 무삭제판,2020-12-02,0,0,1
막내 처제 - 무삭제판,2020-03-11,0,0,0
새아가 - 무삭제판,2020-10-07,0,0,0
어린 누나 3 - 무삭제판,2019-07-30,0,0,0
어린 엄마 3 - 무삭제판,2019-07-30,0,0,0
어린 처제 3 - 무삭제판,2019-08-14,0,0,0
어린 처제 4 - 무삭제판,2020-08-20,0,0,0
주인집 딸 - 무삭제판,2020-08-13,0,0,0
어린 엄마 - 무삭제판,2018-03-26,0,0,0
딸의 친구 3 - 무삭제판,2019-06-11,0,0,0
어린 이모 3 - 무삭제판,2020-04-15,0,0,0
어린 처형- 무삭제판,2019-01-22,0,0,0
딸의 친구 2 - 무삭제판,2018-01-24,0,0,0
마누라 공유하기,2020-08-13,0,0,1
딸의 친구 5,2020-04-23,0,0,0
새아가,2020-04-23,0,0,0
어린 처제 4,2020-03-19,6.5,2,0
어린 처제 3,2019-05-09,8,9,0
어린 이모 3,2020-01-02,9,1,0
막내 처제,2019-11-14,0,0,1
딸의 일기,2020-02-13,10,1,0
주인집 딸,2020-05-07,0,0,0
어린 엄마 3,2019-05-30,6.5,2,0
딸의 친구 3,2019-03-21,6.83,6,1
어린 누나 3,2019-05-02,6.67,6,0
어린 처형,2018-10-25,5.5,2,0
딸의 애인,2018-05-04,9.67,3,0
어린 이모,2018-05-09,8,2,0
딸의 친구 2,2017-10-18,6.79,14,1
관전녀,2019-10-10,2.5,2,0
어린 엄마,2018-01-10,3.33,6,0
느리게,1900-01-01,0,0,0
데자뷰,2018-05-30,0,0,0
화려한 외출,2013-12-05,0,0,0
남편만 몰라요 (무삭제),2015-09-30,0,0,0
남편만 몰라요,2015-07-07,4.35,49,7
타부 : 금지된 사랑,2015-09-03,0,0,0
서풍렬,2011-10-27,4.54,26,4
동경심판,2007-03-01,5.97,72,31
은밀한 도촬,2011-07-21,0,0,0
"코마네코, 나홀로 집에",1900-01-01,0,0,0
좋아서 만든 영화,2009-12-17,0,0,0
첫 동거를 시작할 때,2015-03-11,0,0,0
요요현상,2021-01-14,0,0,0
창공에 지다,1900-01-01,0,0,0
대황원,1900-01-01,0,0,0
영 앳 하트,1900-01-01,9.29,196,1
쿵푸 워리어,2019-03-26,0,0,0
잔혹한 앵글의 로망스,2012-12-13,0,0,0
헤테로토피아,1900-01-01,0,0,0
어둠 속에서,1900-01-01,0,0,0
올드 마운틴,1900-01-01,0,0,0
디스턴스,1900-01-01,0,0,5
하나,2007-04-19,7.32,136,51
공기인형,2010-04-08,7.13,855,350
환상의 빛,2016-07-07,7.97,446,151
원더풀 라이프,2001-12-09,6.61,3576,126
걸어도 걸어도,2009-06-18,8.64,708,304
세 번째 살인,2017-12-14,7.72,793,125
아무도 모른다,2005-04-01,8.88,1987,578
진짜로 일어날지도 몰라 기적,2011-12-22,8.69,738,416
파비안느에 관한 진실,2019-12-05,7.99,188,28
태풍이 지나가고,2016-07-27,8.61,1772,285
바닷마을 다이어리,2015-12-17,8.75,2347,602
그렇게 아버지가 된다,2013-12-19,8.89,2097,"1,108"
어느 가족,2018-07-26,9.21,3511,228
극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,0,0,0
누드 모델,2014-03-20,0,0,0
사요나라 안녕 짜이쩬,1900-01-01,0,0,0
열두 번째 용의자,2019-10-10,6.72,316,10
핏불테리아,2012-10-23,0,0,0
스위트 드림,1900-01-01,0,0,0
밴디지,2011-06-16,0,0,0
두꺼운 벽의 방,1900-01-01,0,0,0
인간의 조건(3·4부),1900-01-01,0,0,0
내 목숨을 걸고,1900-01-01,0,0,2
인간의 조건(5·6부),1900-01-01,0,0,0
검은 강,1900-01-01,0,0,0
일본의 청춘,2016-09-01,0,0,2
인간의 조건(1·2부),1900-01-01,0,0,0
뒤얽힌 관계,2016-09-01,1.5,2,0
사무라이 반란,1900-01-01,0,0,4
괴담,1900-01-01,0,0,7
할복,1900-01-01,7.21,109,22
갑질당하는 육덕가정부,2019-04-05,0,0,0
남편대신 들어온 남자,2019-03-04,0,0,0
도벽 유부녀들의 정사,2019-04-05,0,0,0
망사 유부녀와 주인님,2019-04-05,0,0,0
미망인에게 남편친구들의 방문,2019-08-05,0,0,0
변태 새엄마의 감옥정사,2019-04-05,0,0,0
새엄마의 불륜촬영,2019-04-05,0,0,0
섹스밀당 유부녀,2019-04-08,0,0,0
어서와 옆집 유부녀,2019-08-02,0,0,0
여직원과 나눈 키스의 맛,2019-04-05,0,0,0
우연히 훔쳐본 옆집정사,2019-04-05,0,0,0
우윳빛깔 옆집유부녀,2019-08-02,0,0,0
정신나간 사채이자,2019-04-05,0,0,0
채팅남과 리얼섹스,2019-04-05,0,0,0
결혼직전 여친엄마와,2020-08-03,0,0,0
리얼 남편상사의 요구,2020-08-03,0,0,0
봐주길 원한 친구엄마,2020-08-03,0,0,0
정말 있었던 보험계약,2020-08-03,0,0,0
참지못해 터진 유부녀,2020-08-03,0,0,0
친구엄마의 승부속옷,2020-09-04,0,0,0
갱로이어,2012-12-27,0,0,0
소울 오브 브레드,2013-12-26,0,0,0
철낭자,1971-04-30,0,0,0
살수병기,1900-01-01,0,0,0
도신 외전,2019-08-05,0,0,0
무간도 외전,2019-07-25,0,0,0
활: 사막의 제왕,2015-02-12,0,0,0
근본주의자,1900-01-01,0,0,0
갈까부다,2019-09-01,9.44,16,4
